gpa,internships,projects,certifications,soft_skills_score,networking_score,career_readiness
8.61,0,1,1,2.95,5.63,0
8.86,1,1,1,3.42,4.48,0
6.76,0,4,2,7.59,5.85,1
6.87,2,2,2,6.8,7.44,1
8.12,0,4,1,10.0,7.95,1
5.17,2,3,2,4.22,7.46,1
5.64,0,4,1,8.16,3.02,0
7.22,1,4,0,6.49,4.05,1
9.05,0,0,3,4.39,7.01,0
7.06,2,2,2,5.21,6.21,1
7.6,4,3,2,4.38,4.47,1
8.63,0,4,2,6.02,3.17,1
9.61,4,4,2,7.47,1.0,2
6.92,1,3,1,4.76,1.81,0
7.48,1,4,4,7.2,4.39,1
9.32,2,2,1,8.04,4.42,1
5.98,0,0,4,8.49,5.82,0
8.53,1,5,3,3.15,6.2,1
6.48,0,3,3,5.4,9.52,1
7.6,2,4,2,6.92,3.46,1
7.26,1,2,0,3.33,1.1,0
6.54,3,3,1,2.88,3.14,0
6.52,0,2,2,5.45,8.35,0
7.78,4,2,1,4.67,5.03,1
8.5,0,1,0,5.16,7.02,0
7.37,2,4,2,4.56,3.87,1
7.57,1,2,0,9.82,4.0,1
8.07,0,2,1,4.58,1.57,0
6.53,0,2,2,6.67,4.34,0
8.24,2,2,0,6.54,5.02,1
8.32,0,3,0,2.12,6.74,0
10.0,1,4,1,8.43,6.12,1
7.12,4,4,2,6.75,8.97,2
7.04,1,2,4,5.81,4.69,1
8.27,0,3,1,7.61,5.49,1
8.32,0,1,3,5.4,4.97,0
6.96,0,3,0,7.26,3.61,0
7.1,1,5,2,1.75,5.82,1
8.04,2,3,0,7.14,4.45,1
6.67,0,6,3,5.87,8.33,1
7.09,0,1,3,5.9,3.42,0
7.59,2,4,2,3.82,4.32,1
8.5,1,4,0,5.06,2.51,1
6.9,1,4,3,5.0,5.68,1
5.66,4,3,0,3.22,2.34,0
5.58,0,0,2,6.22,4.98,0
6.24,1,4,3,8.65,2.66,1
6.19,3,3,2,2.66,3.03,0
7.35,2,3,3,6.48,3.47,1
6.31,2,0,3,4.66,6.46,0
6.8,2,1,3,4.43,4.81,0
6.73,1,5,1,5.65,4.75,1
7.06,1,2,1,5.68,6.12,0
8.82,2,2,2,5.87,3.68,1
8.16,2,1,2,3.24,1.07,0
7.52,2,3,2,7.68,2.8,1
7.04,1,4,2,5.66,4.43,1
7.07,3,5,3,6.69,4.9,1
7.83,0,3,0,7.93,6.12,1
8.08,0,2,1,1.66,4.71,0
6.59,1,0,4,6.76,7.03,1
7.54,0,2,1,5.17,5.72,0
5.47,2,3,0,7.54,2.18,0
7.71,0,6,3,3.9,1.0,1
8.26,2,0,0,7.37,2.99,0
7.22,1,2,2,3.39,5.28,0
9.32,0,3,3,6.3,5.74,1
6.62,0,3,2,6.07,4.79,0
7.72,1,3,4,5.19,5.24,1
7.46,2,3,4,3.44,7.64,1
7.4,1,2,2,4.76,5.03,0
7.39,0,3,5,7.35,5.7,1
7.61,0,2,1,8.48,8.19,1
8.35,0,4,1,9.41,1.38,1
8.88,0,1,2,6.55,8.42,1
7.5,4,3,2,6.0,1.0,1
8.32,0,6,1,6.4,3.35,1
6.8,0,3,1,9.36,3.88,1
8.27,3,2,1,6.54,1.73,1
6.74,2,6,1,5.67,4.67,1
8.59,1,2,1,4.95,4.9,1
9.71,2,4,4,5.18,6.48,2
7.38,4,1,3,6.27,6.42,1
5.31,0,5,2,4.0,5.35,0
6.95,0,1,2,4.25,7.24,0
8.73,3,2,0,5.37,6.29,1
8.05,2,6,2,4.6,4.35,1
7.75,4,3,2,6.69,5.24,1
8.51,1,2,3,6.85,3.73,1
7.98,4,0,1,6.03,2.55,1
8.72,1,0,4,6.48,5.86,1
8.42,2,2,3,5.74,2.0,1
9.02,3,3,0,1.0,4.63,1
7.86,0,3,4,3.75,1.0,0
8.41,0,5,1,6.91,5.14,1
7.19,1,4,4,3.82,3.55,1
6.9,3,5,2,7.21,6.14,1
9.21,0,3,1,7.32,4.56,1
7.72,3,2,1,4.97,4.74,1
8.3,1,3,2,4.32,5.1,1
7.62,1,2,3,5.52,3.78,1
6.91,1,1,3,5.41,3.87,0
7.51,3,5,1,6.75,3.87,1
8.94,0,4,3,1.0,4.75,1
8.06,1,2,2,4.03,3.89,0
5.79,0,2,1,3.48,5.9,0
7.28,4,1,1,1.0,1.46,0
9.28,2,3,3,4.51,2.0,1
7.29,0,2,2,2.5,8.78,0
5.7,0,5,1,4.73,4.13,0
9.39,1,3,2,4.52,2.97,1
8.18,1,2,4,6.41,4.95,1
7.43,3,4,0,5.0,6.53,1
7.13,1,5,1,2.12,6.28,1
8.58,1,4,1,6.19,3.5,1
6.96,2,3,0,10.0,3.97,1
8.65,1,2,1,7.65,4.33,1
8.04,0,3,3,6.86,5.62,1
7.74,0,4,1,5.11,5.09,1
7.65,1,6,3,4.52,3.17,1
7.33,2,3,5,4.38,3.98,1
8.55,0,3,1,5.98,4.47,1
6.63,1,2,1,3.23,7.96,0
5.88,0,1,0,5.94,4.65,0
8.11,2,2,2,4.17,10.0,1
8.13,0,0,2,2.07,4.46,0
7.98,1,3,2,4.14,1.63,0
7.91,0,2,3,8.0,5.7,1
7.18,1,4,3,5.78,7.09,1
8.29,0,3,2,1.0,5.95,0
7.45,1,1,4,4.15,5.39,0
7.01,2,4,4,7.31,4.24,1
7.19,0,1,2,4.9,4.43,0
9.52,2,0,0,6.55,1.0,0
5.77,1,6,3,4.71,6.72,1
8.0,1,0,4,5.87,4.24,0
5.82,1,2,2,5.57,7.29,0
7.39,1,3,3,4.21,3.93,1
7.07,2,2,1,6.64,4.89,1
5.41,2,2,2,8.56,7.5,1
7.89,2,4,3,6.27,7.67,1
7.12,0,3,4,5.71,6.68,1
5.4,2,3,0,3.81,1.26,0
8.34,0,5,0,7.38,2.45,1
8.94,1,1,1,4.48,6.4,1
8.99,0,3,1,6.62,3.6,1
7.86,0,2,3,7.02,5.15,1
7.55,2,0,0,7.48,5.41,0
8.83,3,6,3,7.51,5.51,2
9.18,0,4,2,7.44,2.89,1
8.63,1,1,2,2.99,7.05,1
6.56,2,2,2,3.78,3.95,0
7.7,4,1,3,2.76,6.18,1
7.94,2,4,1,2.62,4.59,1
5.69,0,2,1,8.55,8.84,1
7.97,0,5,2,3.53,7.9,1
9.77,2,1,1,3.25,9.26,1
8.14,0,2,1,5.39,8.31,1
8.97,4,6,4,4.01,4.73,2
7.68,4,5,3,10.0,3.93,2
7.43,4,2,0,4.95,2.73,1
7.88,0,3,3,6.39,5.53,1
6.68,2,5,1,3.94,5.05,1
6.54,2,4,1,2.18,4.91,0
8.77,0,3,1,4.04,3.34,0
8.87,0,3,0,4.06,5.72,1
6.51,0,5,1,4.05,4.24,0
8.47,1,3,2,2.3,4.03,0
7.41,4,1,1,5.77,5.33,1
7.84,3,3,0,4.83,4.84,1
7.96,0,4,1,2.42,2.15,0
8.49,1,3,1,5.71,3.42,1
7.58,0,2,2,7.02,6.07,1
8.91,0,3,1,7.9,4.9,1
7.81,0,3,2,1.0,1.11,0
8.12,2,6,2,4.04,6.4,1
6.67,2,2,1,2.76,4.9,0
9.66,3,4,3,4.2,2.88,1
7.97,3,3,2,8.28,3.66,1
8.21,0,0,2,4.05,5.33,0
5.89,2,3,1,4.55,1.0,0
6.68,0,0,1,3.84,5.84,0
8.74,1,4,2,8.75,6.97,1
7.79,1,4,5,1.0,6.78,1
5.59,0,0,1,4.39,7.31,0
8.54,0,3,2,3.77,3.44,0
6.96,0,6,1,2.06,7.07,1
8.91,0,2,4,7.7,5.54,1
7.41,4,5,1,1.89,3.33,1
7.7,0,1,2,4.58,5.93,0
8.68,1,0,2,5.34,5.87,1
6.6,4,3,3,4.0,8.08,1
6.51,1,2,3,2.03,7.39,0
7.3,1,5,3,5.16,3.62,1
8.33,4,4,3,3.98,5.68,1
6.17,0,4,2,7.12,5.66,1
5.83,0,4,0,6.53,5.5,0
8.32,1,4,4,9.39,4.39,1
6.9,1,4,1,5.72,8.51,1
7.11,2,3,0,6.68,3.75,1
5.64,0,5,0,4.78,8.33,0
6.82,2,3,2,8.92,2.15,1
7.49,2,2,1,5.52,4.24,1
8.43,4,3,2,5.29,6.53,1
6.73,0,2,2,6.58,2.89,0
9.16,0,2,0,4.21,3.53,0
6.82,4,2,1,4.5,6.07,1
6.82,2,2,4,6.58,1.54,1
9.04,0,1,3,6.96,7.21,1
7.71,0,5,4,6.69,7.96,1
6.95,2,4,0,5.34,8.04,1
7.34,1,2,4,6.04,5.65,1
8.85,1,6,4,7.42,4.14,2
8.97,3,6,2,3.31,4.28,1
6.68,0,5,2,5.5,5.57,1
7.46,0,0,1,1.0,5.26,0
7.59,2,2,2,6.98,4.24,1
6.51,3,3,3,3.93,8.17,1
7.44,0,4,2,3.99,4.51,0
7.51,2,3,0,5.26,7.87,1
8.64,0,4,1,6.74,5.2,1
8.71,0,4,3,10.0,5.08,1
7.17,3,6,3,2.39,6.04,1
7.29,0,3,2,3.8,6.01,0
8.16,0,5,5,5.96,4.71,1
6.91,2,4,0,4.05,6.13,1
8.09,1,2,0,7.17,6.38,1
7.41,1,4,1,5.16,8.31,1
6.53,2,1,3,7.27,5.14,1
6.54,0,1,3,5.0,3.44,0
8.95,2,6,3,6.59,3.64,2
7.34,1,2,4,3.59,9.74,1
9.14,0,3,1,9.37,1.24,1
6.99,2,6,1,2.1,2.62,1
7.79,1,2,2,4.08,5.05,0
9.89,3,2,1,2.66,3.77,1
6.44,3,0,2,7.1,6.64,1
5.6,3,3,0,6.58,6.46,1
8.79,1,1,1,3.06,3.93,0
6.67,0,0,2,7.49,8.01,0
7.48,3,4,0,4.1,2.79,1
6.91,1,2,5,6.27,3.53,1
7.77,2,3,0,6.74,8.14,1
6.55,3,1,4,5.01,2.39,1
7.32,0,3,0,7.32,5.69,1
7.95,0,3,4,5.21,8.14,1
6.49,2,2,2,6.18,1.0,0
6.8,1,2,0,4.95,4.32,0
7.15,0,2,1,1.76,6.9,0
6.07,1,1,1,5.25,4.46,0
7.08,2,1,3,3.75,5.12,0
7.62,1,3,0,8.28,5.38,1
7.1,0,1,1,2.77,5.63,0
7.23,2,1,2,7.95,3.39,1
7.48,2,1,2,5.14,6.53,1
6.84,4,4,1,6.31,5.51,1
8.19,0,2,0,2.74,2.71,0
8.94,3,3,2,4.88,4.07,1
7.04,2,3,1,4.17,2.17,0
7.99,2,2,2,9.71,5.43,1
7.26,1,2,1,4.12,5.98,0
7.87,0,2,5,7.81,5.42,1
9.07,1,3,2,7.83,6.1,1
8.01,0,2,2,7.78,5.27,1
5.73,0,1,3,4.31,6.52,0
7.95,4,5,5,9.11,4.74,2
8.73,0,4,3,9.52,6.4,1
7.28,4,0,2,6.23,2.43,1
8.5,1,5,4,4.57,2.21,1
6.81,3,1,0,3.78,5.17,0
6.01,0,1,3,6.44,6.37,0
7.64,2,1,2,5.63,4.45,1
5.74,1,6,2,5.87,6.28,1
7.26,4,1,4,2.8,5.62,1
8.79,0,4,3,5.57,1.0,1
5.59,0,3,3,7.79,9.65,1
6.22,4,3,4,7.13,2.48,1
6.47,0,2,2,4.67,3.11,0
7.44,2,1,1,5.28,7.3,1
7.13,0,4,0,2.56,5.04,0
8.9,0,2,2,4.17,3.46,0
8.45,1,3,1,4.82,4.06,1
8.0,1,0,2,6.77,3.24,0
7.65,1,4,3,4.09,3.4,1
7.89,1,4,1,3.43,6.58,1
6.64,2,3,4,7.02,4.0,1
8.36,4,3,3,4.65,2.86,1
6.39,0,2,5,3.82,3.48,0
8.34,1,2,0,7.12,4.69,1
8.69,1,0,2,6.42,3.5,0
7.71,2,4,2,5.09,4.38,1
7.32,1,0,3,4.8,5.7,0
7.9,2,0,4,6.26,4.04,1
5.0,1,0,4,6.58,3.28,0
7.8,2,1,1,5.92,3.61,0
7.39,3,3,1,5.74,7.78,1
7.45,1,4,3,4.29,9.35,1
8.21,1,2,0,4.41,5.09,0
7.43,0,2,5,5.16,6.45,1
6.36,1,3,3,3.58,3.12,0
7.36,0,3,3,3.34,3.82,0
7.57,3,5,4,5.32,5.9,1
7.61,1,4,0,7.48,1.0,1
7.66,0,4,1,1.35,6.55,0
8.54,0,5,2,4.72,3.87,1
6.41,1,5,3,6.05,2.84,1
7.68,3,3,3,7.64,5.78,1
8.79,1,3,0,9.1,7.88,1
5.77,0,4,2,4.98,4.37,0
7.68,1,1,1,9.45,5.58,1
6.91,4,2,1,6.41,5.91,1
7.13,3,5,5,7.13,5.48,2
6.6,0,3,0,3.37,3.01,0
7.33,2,0,0,6.41,5.45,0
9.34,2,2,1,7.3,5.37,1
6.24,2,1,4,4.12,1.0,0
6.33,1,2,0,1.0,6.72,0
6.2,2,3,0,5.8,1.99,0
9.23,1,3,1,5.07,5.26,1
7.04,0,3,2,8.19,8.04,1
7.47,0,0,0,4.42,4.51,0
7.1,1,2,3,4.09,2.91,0
6.56,0,0,3,3.16,6.12,0
7.26,1,2,2,4.24,7.8,1
9.96,3,3,0,10.0,2.78,1
8.89,3,1,2,2.33,1.0,0
6.65,0,5,1,2.83,7.37,0
8.15,0,3,1,5.39,6.71,1
6.67,2,1,3,9.45,5.77,1
5.72,1,2,0,6.98,1.4,0
8.52,0,1,0,8.6,6.2,1
8.66,3,0,0,4.73,7.07,1
8.55,0,5,0,2.72,9.31,1
7.03,0,4,1,4.6,4.44,0
7.33,2,4,1,5.25,5.32,1
8.25,2,3,3,5.52,1.0,1
7.89,1,5,0,5.07,6.94,1
7.11,2,5,1,6.68,6.89,1
5.88,3,0,4,4.08,5.81,0
7.61,0,1,2,3.65,7.38,0
8.58,2,2,3,3.09,3.44,1
6.3,0,2,2,5.91,4.56,0
8.14,1,3,0,5.71,4.64,1
7.83,1,2,0,7.68,7.2,1
8.25,1,4,3,8.59,7.24,1
8.37,0,0,4,3.09,5.64,0
6.81,3,4,2,5.55,5.53,1
5.88,1,2,2,5.09,6.1,0
6.97,3,0,2,2.43,4.33,0
8.39,1,5,0,4.44,7.72,1
6.96,3,2,0,8.63,4.1,1
6.81,1,4,5,4.23,5.86,1
5.68,1,5,0,3.9,3.81,0
9.25,2,0,1,5.4,6.89,1
8.33,2,2,2,7.32,4.8,1
8.27,1,1,1,4.89,9.13,1
8.47,1,1,5,5.76,4.75,1
8.08,1,6,0,1.0,6.87,1
7.26,1,4,4,6.64,3.74,1
7.34,1,2,0,5.94,4.39,0
7.07,2,4,1,7.27,4.92,1
10.0,1,5,2,1.76,5.7,1
8.06,1,1,4,4.9,3.51,1
7.04,2,0,1,7.43,3.86,0
7.97,4,4,1,4.39,5.18,1
6.49,0,4,1,5.6,5.8,0
9.0,0,1,0,4.68,4.93,0
6.84,0,3,3,4.73,4.64,0
8.0,2,1,4,7.83,2.35,1
8.57,1,3,2,2.65,6.0,1
7.88,1,3,1,5.4,6.69,1
7.59,0,2,2,6.0,6.92,1
7.51,3,4,2,7.38,5.3,1
7.44,1,3,0,5.26,3.79,0
6.92,2,4,1,7.44,4.36,1
7.05,0,3,2,5.39,5.31,0
8.98,0,3,3,5.74,4.96,1
7.39,0,2,1,5.66,3.31,0
6.71,1,1,3,6.81,1.64,0
6.98,1,4,3,6.58,3.89,1
8.6,0,3,4,3.27,4.45,1
8.18,1,2,5,5.93,5.62,1
8.06,0,6,0,6.58,4.18,1
7.24,1,4,1,8.42,4.5,1
8.07,0,1,3,3.48,5.22,0
6.86,0,1,3,6.58,8.13,1
7.24,0,3,0,4.8,4.67,0
8.47,2,1,2,5.88,1.9,1
8.37,4,6,4,3.35,3.63,2
6.52,2,3,1,5.47,8.62,1
6.64,0,0,1,6.14,7.87,0
7.61,4,2,1,3.56,6.88,1
9.23,4,1,1,8.4,6.4,1
5.58,1,3,2,2.41,6.43,0
7.78,0,2,0,6.58,4.52,0
6.12,2,5,3,1.0,6.73,1
6.87,4,4,0,4.99,6.81,1
7.14,2,5,3,6.46,6.69,1
7.08,2,1,0,6.93,3.8,0
6.97,2,2,3,5.29,4.35,1
7.51,4,4,1,5.02,3.72,1
6.96,0,2,2,6.63,6.99,1
6.04,0,2,0,7.4,5.61,0
8.28,3,6,2,8.26,5.78,2
8.25,0,4,1,2.92,6.15,1
8.34,1,5,0,5.1,2.18,1
5.96,0,2,3,1.11,6.76,0
7.8,0,3,0,2.76,3.92,0
8.18,0,3,4,4.09,4.1,1
6.47,1,3,2,7.23,3.33,1
7.51,1,1,0,4.54,5.16,0
7.38,1,5,4,4.92,4.87,1
9.34,1,2,0,6.1,2.22,1
9.42,4,3,3,4.16,1.42,1
5.84,1,5,1,1.51,4.59,0
9.99,4,4,2,4.01,6.63,2
6.58,1,1,3,5.26,6.43,0
8.48,0,3,0,6.44,7.0,1
8.47,2,3,2,5.09,4.6,1
6.5,3,2,0,6.4,4.29,1
7.99,0,0,3,7.35,4.78,0
7.39,2,3,0,7.74,6.61,1
8.05,2,4,0,5.84,8.23,1
7.73,0,6,0,3.23,4.08,1
8.7,1,2,2,3.01,4.47,0
7.58,0,2,5,3.2,5.06,0
7.33,0,1,5,3.35,4.47,0
8.6,3,6,3,5.7,3.84,2
8.08,1,5,3,9.27,4.75,1
8.23,2,6,4,5.92,3.42,1
6.84,2,3,2,5.33,6.45,1
6.45,4,1,1,7.42,7.95,1
6.93,1,3,2,3.84,4.43,0
6.88,1,2,0,7.58,8.33,1
8.29,0,2,3,7.44,4.78,1
8.48,2,1,1,5.62,3.61,1
7.34,1,0,1,9.69,6.37,1
8.93,2,2,3,7.73,3.15,1
8.87,1,5,0,5.59,6.25,1
7.74,0,4,5,5.21,5.51,1
6.68,3,4,5,4.64,4.19,1
9.08,3,2,2,5.24,3.98,1
7.44,1,4,3,5.3,3.25,1
7.63,2,2,0,4.86,7.06,1
7.16,1,0,1,5.07,4.55,0
6.61,2,2,4,3.12,5.62,1
6.03,1,1,0,4.36,4.98,0
8.13,1,5,1,2.31,4.58,1
6.72,0,5,1,6.33,5.65,1
10.0,0,2,2,5.66,6.02,1
6.41,2,3,3,5.25,5.28,1
6.24,1,2,0,7.27,4.62,0
8.01,0,1,1,3.77,2.83,0
9.03,0,3,3,4.08,3.79,1
7.56,1,4,0,2.54,4.39,0
8.07,2,4,1,7.55,5.03,1
5.66,1,1,0,6.71,1.52,0
6.82,2,3,3,8.16,6.24,1
6.43,3,0,0,8.67,5.64,1
5.6,1,1,1,4.65,3.84,0
7.62,3,1,2,4.08,3.17,0
5.26,0,0,0,1.91,3.63,0
6.18,1,2,5,3.3,2.35,0
6.96,0,2,4,4.85,4.32,0
6.67,0,4,2,1.38,4.64,0
7.9,0,2,1,3.35,6.84,0
7.81,0,1,0,5.33,5.95,0
8.39,3,6,2,7.29,7.49,2
8.25,1,5,1,4.07,5.22,1
8.64,4,1,2,5.76,3.18,1
7.5,1,2,0,9.23,8.48,1
7.8,2,1,3,1.89,4.36,0
8.01,0,6,1,7.67,1.91,1
7.64,1,2,2,6.26,5.44,1
7.1,1,1,0,8.03,1.82,0
7.17,4,4,1,7.43,4.83,1
6.68,4,4,2,4.17,4.05,1
7.92,0,2,2,5.5,6.05,1
7.41,2,2,5,2.58,6.91,1
6.84,2,2,1,4.45,4.35,0
6.84,1,2,0,5.56,4.21,0
6.29,0,2,2,6.11,6.52,0
8.48,2,4,1,7.08,3.47,1
7.58,2,4,4,8.67,5.13,1
6.64,1,4,1,4.63,6.08,1
8.31,1,4,4,7.79,3.42,1
6.94,0,3,2,6.03,4.4,0
6.09,4,2,0,2.89,5.2,0
8.52,0,4,1,5.2,7.66,1
6.96,0,1,2,5.73,2.58,0
7.09,0,1,2,3.83,4.7,0
7.54,3,1,1,3.42,7.71,1
8.64,2,4,2,3.35,6.94,1
7.52,0,3,3,4.41,4.45,0
6.3,0,3,2,3.77,4.86,0
8.04,2,3,2,7.96,5.92,1
7.02,1,4,4,1.0,5.96,1
9.39,0,1,2,5.72,7.76,1
7.5,4,2,1,6.56,7.26,1
5.26,0,4,1,3.57,2.24,0
7.86,1,3,0,5.04,1.81,0
9.44,0,2,1,4.82,3.91,0
9.08,2,1,1,5.35,1.29,0
9.33,2,6,3,6.83,7.62,2
6.48,1,2,1,6.65,2.01,0
8.41,2,5,3,4.3,4.4,1
6.78,3,4,0,2.49,3.26,0
7.72,3,5,0,5.83,1.83,1
6.23,1,0,1,4.19,7.36,0
6.86,1,3,2,4.44,3.85,0
6.82,3,2,0,5.95,8.81,1
8.4,0,2,0,4.63,7.81,0
8.3,0,2,2,6.11,4.99,1
7.78,0,2,1,10.0,1.0,0
6.15,3,2,1,6.87,4.32,1
7.19,0,3,1,8.19,9.57,1
6.75,0,2,1,6.52,5.86,0
8.37,2,2,0,5.65,4.67,1
8.68,0,2,1,6.55,3.78,1
8.56,1,4,2,6.45,6.77,1
6.74,1,0,2,7.23,5.74,0
5.0,0,4,4,5.62,5.57,0
5.73,4,2,3,2.88,7.27,1
8.92,0,3,0,2.56,7.16,0
7.1,3,4,1,6.42,5.87,1
6.75,1,3,4,3.25,1.83,0
9.14,0,3,1,6.87,3.04,1
8.77,0,5,2,8.18,3.77,1
7.52,1,0,2,5.06,4.93,0
7.21,1,2,2,7.92,8.0,1
7.37,0,5,0,6.02,9.11,1
7.73,4,5,1,5.55,5.78,1
9.1,1,3,0,5.65,6.1,1
7.92,4,1,0,3.84,1.98,0
8.23,0,2,0,3.58,4.15,0
8.67,0,5,2,2.21,3.89,1
6.33,1,4,1,4.03,3.73,0
8.25,0,2,0,9.78,6.16,1
7.21,0,1,0,2.51,4.1,0
5.0,0,4,5,3.15,1.21,0
5.37,0,3,0,3.89,6.69,0
6.48,2,6,1,3.98,7.41,1
8.03,0,2,2,6.04,5.58,1
7.61,4,2,0,4.28,4.66,1
7.68,0,2,0,5.1,3.2,0
9.45,1,3,0,3.8,3.33,1
6.23,1,2,5,4.55,7.14,1
7.47,1,0,2,5.38,3.5,0
7.8,3,2,2,5.23,9.03,1
6.76,3,1,4,9.46,6.9,1
7.53,0,4,2,5.44,5.68,1
5.9,1,2,1,5.08,10.0,1
8.91,3,3,2,1.0,7.55,1
6.82,0,4,2,5.98,4.14,1
9.53,1,1,1,1.55,2.95,0
7.47,0,3,3,6.6,4.15,1
8.53,1,5,0,5.78,4.79,1
7.45,1,3,0,7.1,3.48,1
7.47,1,3,1,4.23,2.75,0
6.92,3,5,0,5.55,5.47,1
7.62,1,6,5,6.85,6.78,2
7.82,3,4,2,3.64,8.72,1
6.72,2,2,0,6.72,5.15,1
7.37,1,3,2,6.63,6.21,1
6.89,1,3,3,5.23,1.3,0
9.8,1,2,1,8.66,6.72,1
7.41,3,2,2,6.53,2.98,1
9.05,0,4,3,2.15,5.61,1
7.3,4,2,1,7.48,4.91,1
7.76,1,5,2,4.18,4.52,1
6.18,2,6,2,7.1,2.03,1
7.05,1,2,3,6.09,3.49,1
7.71,1,1,4,1.0,3.09,0
9.09,2,6,4,6.71,3.81,2
7.72,2,1,0,5.06,7.36,1
8.88,0,4,3,4.58,4.29,1
8.14,1,0,2,4.66,3.65,0
9.13,1,2,1,7.08,6.3,1
7.44,2,2,4,3.66,5.65,1
9.89,1,2,4,7.73,9.06,2
7.01,0,5,3,2.46,7.02,1
6.73,2,1,0,6.09,1.02,0
6.29,1,1,0,7.04,6.61,0
9.83,1,4,4,7.0,6.37,2
8.32,2,6,5,5.87,8.32,2
7.17,2,2,1,5.09,4.6,0
8.75,2,4,1,4.4,7.19,1
8.19,0,0,2,3.06,4.29,0
9.47,0,4,0,4.13,5.58,1
5.95,2,4,2,3.58,2.89,0
7.23,0,5,5,3.25,2.25,1
7.04,0,3,1,9.11,6.74,1
5.53,0,6,3,2.06,5.01,0
8.56,1,2,2,7.75,2.44,1
7.23,4,4,1,3.03,6.63,1
8.24,0,4,1,3.46,1.0,0
9.86,0,2,2,3.42,3.38,0
7.15,4,5,3,3.28,1.68,1
7.08,4,4,2,7.35,7.4,2
7.62,0,5,4,6.68,4.13,1
8.49,3,2,0,5.03,5.16,1
6.93,0,5,5,10.0,5.61,1
6.87,2,2,2,5.47,6.62,1
8.56,0,6,1,5.62,6.39,1
7.88,1,0,0,4.13,6.6,0
5.46,0,3,1,3.89,4.47,0
6.27,2,1,1,4.43,6.71,0
9.0,0,4,4,7.2,3.69,1
7.9,1,2,3,6.64,4.2,1
6.74,2,5,0,8.08,1.93,1
7.33,0,5,1,4.07,8.35,1
7.51,3,2,2,6.68,3.01,1
8.24,1,4,4,6.11,7.82,1
6.14,0,4,3,6.37,6.07,1
6.66,0,2,1,3.77,5.4,0
7.77,1,2,0,3.42,5.73,0
7.4,0,1,0,6.58,2.87,0
8.07,1,0,2,7.25,8.21,1
6.27,2,3,0,4.26,4.28,0
7.86,1,3,1,6.72,7.03,1
8.59,1,2,3,7.9,3.91,1
7.99,2,6,1,4.78,2.14,1
7.64,1,0,5,2.62,8.97,1
7.4,2,5,3,2.87,3.79,1
6.67,3,4,1,4.15,5.92,1
7.43,0,4,0,4.61,1.0,0
8.76,2,3,2,5.43,4.86,1
7.38,4,1,3,5.47,6.21,1
6.61,1,5,2,4.96,5.29,1
7.01,4,4,4,6.86,4.8,1
7.7,1,5,3,3.98,4.58,1
7.13,1,2,2,8.03,6.74,1
7.99,1,3,0,7.38,2.41,1
8.02,0,2,1,7.23,4.53,1
8.39,4,3,2,4.18,7.87,1
8.92,0,4,1,5.27,2.03,1
8.5,4,1,3,6.95,4.79,1
6.57,2,1,1,5.1,2.79,0
6.6,3,0,1,4.1,5.6,0
7.42,4,1,3,4.02,5.07,1
7.05,1,2,2,4.12,3.11,0
6.36,4,0,0,3.18,5.05,0
7.06,2,2,2,10.0,5.13,1
7.03,1,4,2,1.6,3.78,0
6.83,2,4,1,3.54,4.17,1
7.18,0,2,1,6.69,3.7,0
8.68,0,1,2,4.14,1.0,0
7.7,0,4,2,4.8,6.85,1
9.97,1,2,0,6.29,7.39,1
7.67,0,2,1,7.56,1.5,0
7.21,1,3,2,4.95,7.42,1
7.5,2,6,1,7.34,5.8,1
7.76,2,2,5,2.11,2.8,1
7.94,3,6,0,4.29,4.58,1
9.58,4,2,3,6.49,3.59,1
6.65,3,1,5,9.45,6.85,1
8.36,2,1,1,3.57,3.16,0
7.71,0,4,2,3.22,9.25,1
5.93,4,3,0,6.18,7.32,1
8.27,0,3,2,5.61,2.55,0
8.77,0,6,5,4.06,8.28,1
6.64,1,3,5,3.07,6.46,1
7.49,1,1,1,4.47,4.7,0
5.77,2,4,3,6.54,6.35,1
6.24,0,1,3,4.83,6.85,0
8.55,2,3,1,7.84,3.48,1
7.03,0,5,3,5.23,6.67,1
6.39,0,3,0,6.7,4.13,0
7.73,1,2,5,6.06,6.63,1
6.98,1,3,4,4.69,4.73,1
7.03,2,1,2,7.17,2.99,0
8.24,0,2,1,3.07,6.26,0
6.34,0,3,4,4.39,4.24,0
6.59,0,2,0,4.67,5.31,0
7.65,2,0,2,6.26,5.82,1
8.47,4,3,2,6.76,7.94,2
8.74,2,2,1,3.87,4.13,1
6.83,1,2,0,3.59,3.3,0
8.44,3,6,1,5.66,8.29,2
6.72,0,1,5,2.42,5.01,0
9.33,0,1,3,7.52,3.91,1
6.37,1,5,3,5.05,5.72,1
8.83,0,1,2,3.16,4.31,0
6.84,1,5,2,3.12,4.46,1
9.51,1,4,2,6.13,10.0,2
8.09,1,3,2,6.07,3.02,1
6.48,1,2,4,3.96,2.12,0
6.98,1,2,1,5.27,7.45,1
8.28,0,4,5,3.24,4.24,1
8.55,3,0,4,4.98,5.64,1
7.43,2,4,1,8.45,6.28,1
7.54,0,4,5,9.76,1.5,1
8.26,0,4,4,5.08,7.28,1
7.63,0,0,0,6.36,3.88,0
6.21,0,4,0,6.28,8.8,1
6.69,0,4,3,2.06,3.41,0
7.74,0,0,3,3.2,8.13,0
8.72,3,5,1,1.0,8.49,1
